ADM3_PCODE,ADM3_EN,admin3AltName1_en,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,Total,Male,Female,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65plus
ET010111,Adi Daero,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,11952.00,5902.00,6050.00,1632.00,1742.00,1838.00,981.00,368.00,980.00,730.00,588.00,628.00,488.00,460.00,381.00,285.00,219.00,633.00,847.00,905.00,939.00,492.00,185.00,503.00,335.00,278.00,242.00,239.00,184.00,174.00,142.00,108.00,328.00,785.00,837.00,899.00,489.00,183.00,478.00,394.00,311.00,386.00,248.00,277.00,206.00,143.00,111.00,305.00
ET010112,Adi Hageray,Makele Adiyabo,North Western,ET0101,Tigray,ET01,Ethiopia,ET,30119.00,15170.00,14949.00,4117.00,4392.00,4634.00,2474.00,927.00,2474.00,1837.00,1481.00,1575.00,1230.00,1154.00,958.00,718.00,551.00,1596.00,2180.00,2326.00,2414.00,1266.00,474.00,1292.00,860.00,712.00,624.00,616.00,472.00,449.00,364.00,277.00,843.00,1937.00,2067.00,2220.00,1208.00,453.00,1182.00,977.00,769.00,952.00,615.00,683.00,509.00,354.00,274.00,753.00
ET010113,Tsimbla,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,70962.00,35906.00,35056.00,9694.00,10344.00,10907.00,5836.00,2186.00,5831.00,4341.00,3498.00,3715.00,2897.00,2717.00,2254.00,1690.00,1297.00,3756.00,5152.00,5498.00,5701.00,3003.00,1125.00,3060.00,2048.00,1695.00,1483.00,1455.00,1117.00,1061.00,860.00,655.00,1991.00,4541.00,4846.00,5206.00,2834.00,1061.00,2771.00,2292.00,1803.00,2232.00,1442.00,1601.00,1193.00,829.00,642.00,1764.00
ET010114,Endabaguna town,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,6478.00,3280.00,3199.00,885.00,944.00,995.00,533.00,200.00,533.00,397.00,320.00,339.00,264.00,248.00,206.00,154.00,118.00,343.00,471.00,502.00,521.00,274.00,103.00,280.00,187.00,155.00,136.00,133.00,102.00,97.00,79.00,60.00,182.00,414.00,442.00,475.00,259.00,97.00,253.00,210.00,165.00,204.00,132.00,146.00,109.00,76.00,59.00,161.00
ET010115,Dima (TG),Laelay Tselemti,North Western,ET0101,Tigray,ET01,Ethiopia,ET,34068.00,17092.00,16976.00,4668.00,4981.00,5256.00,2790.00,1045.00,2784.00,2057.00,1666.00,1783.00,1393.00,1312.00,1089.00,812.00,624.00,1808.00,2458.00,2623.00,2724.00,1425.00,534.00,1456.00,964.00,799.00,700.00,694.00,531.00,507.00,411.00,314.00,951.00,2210.00,2358.00,2532.00,1365.00,511.00,1328.00,1093.00,867.00,1084.00,699.00,781.00,582.00,401.00,310.00,856.00
ET010116,May Tsebri town,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,6847.00,3435.00,3412.00,938.00,1001.00,1056.00,561.00,210.00,559.00,413.00,335.00,358.00,280.00,264.00,219.00,163.00,125.00,363.00,494.00,527.00,547.00,286.00,107.00,292.00,194.00,160.00,140.00,139.00,107.00,102.00,82.00,63.00,191.00,444.00,474.00,509.00,275.00,102.00,266.00,219.00,174.00,218.00,141.00,157.00,117.00,81.00,63.00,172.00
ET010201,Chila,,Central,ET0102,Tigray,ET01,Ethiopia,ET,73419.00,36186.00,37233.00,9980.00,10648.00,11222.00,6063.00,2271.00,6056.00,4564.00,3659.00,3880.00,2991.00,2816.00,2321.00,1744.00,1337.00,3867.00,5175.00,5522.00,5712.00,3042.00,1139.00,3086.00,2098.00,1732.00,1514.00,1462.00,1127.00,1063.00,862.00,655.00,1996.00,4804.00,5126.00,5510.00,3022.00,1132.00,2970.00,2466.00,1925.00,2366.00,1529.00,1689.00,1258.00,882.00,682.00,1871.00
ET010202,Aheferom,,Central,ET0102,Tigray,ET01,Ethiopia,ET,74955.00,36236.00,38719.00,10049.00,10723.00,11268.00,6285.00,2354.00,6286.00,4893.00,3862.00,4022.00,3031.00,2847.00,2318.00,1771.00,1348.00,3898.00,5126.00,5469.00,5612.00,3094.00,1158.00,3100.00,2208.00,1814.00,1578.00,1452.00,1132.00,1043.00,846.00,639.00,1965.00,4924.00,5253.00,5655.00,3190.00,1196.00,3187.00,2684.00,2048.00,2444.00,1580.00,1716.00,1274.00,925.00,710.00,1934.00
ET010203,Edaga arbi,Edaba Tsahima,Central,ET0102,Tigray,ET01,Ethiopia,ET,66698.00,32586.00,34112.00,8996.00,9599.00,10100.00,5557.00,2081.00,5557.00,4265.00,3387.00,3552.00,2706.00,2542.00,2081.00,1580.00,1207.00,3488.00,4633.00,4944.00,5092.00,2762.00,1035.00,2783.00,1941.00,1599.00,1394.00,1311.00,1016.00,947.00,768.00,581.00,1780.00,4363.00,4655.00,5008.00,2794.00,1046.00,2773.00,2323.00,1788.00,2159.00,1395.00,1525.00,1134.00,812.00,625.00,1707.00
ET010204,Adwa,Wereda Adwa,Central,ET0102,Tigray,ET01,Ethiopia,ET,102930.00,50712.00,52218.00,14337.00,15298.00,16207.00,8244.00,3088.00,8186.00,5790.00,4808.00,5337.00,4253.00,4056.00,3401.00,2467.00,1915.00,5542.00,7391.00,7887.00,8270.00,4144.00,1552.00,4304.00,2676.00,2234.00,1969.00,2080.00,1571.00,1541.00,1250.00,959.00,2882.00,6945.00,7412.00,7937.00,4100.00,1535.00,3882.00,3115.00,2574.00,3367.00,2173.00,2486.00,1861.00,1216.00,956.00,2660.00
ET010205,Laelay Maychew,,Central,ET0102,Tigray,ET01,Ethiopia,ET,74493.00,36791.00,37702.00,10347.00,11040.00,11688.00,5989.00,2244.00,5952.00,4244.00,3508.00,3870.00,3073.00,2925.00,2448.00,1784.00,1382.00,4001.00,5349.00,5708.00,5976.00,3017.00,1130.00,3125.00,1965.00,1639.00,1443.00,1506.00,1141.00,1114.00,904.00,692.00,2083.00,4997.00,5332.00,5713.00,2972.00,1113.00,2827.00,2279.00,1869.00,2427.00,1566.00,1784.00,1334.00,880.00,690.00,1917.00
ET010206,Tahtay Mayechew,,Central,ET0102,Tigray,ET01,Ethiopia,ET,76204.00,37295.00,38909.00,10282.00,10971.00,11542.00,6347.00,2378.00,6343.00,4868.00,3869.00,4060.00,3091.00,2906.00,2379.00,1804.00,1378.00,3986.00,5300.00,5656.00,5824.00,3163.00,1185.00,3187.00,2225.00,1832.00,1597.00,1499.00,1164.00,1083.00,877.00,665.00,2037.00,4981.00,5315.00,5717.00,3184.00,1193.00,3157.00,2642.00,2036.00,2463.00,1592.00,1743.00,1296.00,926.00,714.00,1949.00
ET010207,Adet,,Central,ET0102,Tigray,ET01,Ethiopia,ET,83235.00,40986.00,42249.00,11513.00,12285.00,12994.00,6726.00,2520.00,6686.00,4823.00,3964.00,4343.00,3425.00,3257.00,2717.00,1989.00,1538.00,4453.00,5939.00,6338.00,6618.00,3378.00,1266.00,3484.00,2228.00,1854.00,1630.00,1674.00,1272.00,1233.00,1000.00,765.00,2308.00,5574.00,5947.00,6376.00,3347.00,1254.00,3202.00,2595.00,2110.00,2713.00,1751.00,1985.00,1484.00,989.00,774.00,2145.00
ET010208,Kola Temben,,Central,ET0102,Tigray,ET01,Ethiopia,ET,80450.00,39897.00,40553.00,11147.00,11894.00,12584.00,6490.00,2431.00,6453.00,4633.00,3816.00,4185.00,3313.00,3148.00,2631.00,1924.00,1489.00,4311.00,5789.00,6176.00,6455.00,3283.00,1230.00,3390.00,2156.00,1795.00,1578.00,1630.00,1238.00,1202.00,975.00,746.00,2252.00,5359.00,5718.00,6129.00,3207.00,1202.00,3062.00,2478.00,2021.00,2607.00,1682.00,1910.00,1428.00,948.00,742.00,2060.00
ET010209,Naeder,,Central,ET0102,Tigray,ET01,Ethiopia,ET,69134.00,34093.00,35040.00,9604.00,10248.00,10849.00,5557.00,2081.00,5519.00,3935.00,3255.00,3593.00,2852.00,2717.00,2273.00,1655.00,1283.00,3713.00,4957.00,5289.00,5538.00,2796.00,1047.00,2896.00,1821.00,1519.00,1337.00,1396.00,1057.00,1031.00,837.00,641.00,1931.00,4647.00,4958.00,5312.00,2761.00,1034.00,2625.00,2114.00,1736.00,2256.00,1456.00,1660.00,1242.00,818.00,641.00,1782.00
ET010210,Abergele (TG),,Central,ET0102,Tigray,ET01,Ethiopia,ET,71099.00,36070.00,35029.00,9710.00,10361.00,10919.00,5852.00,2192.00,5841.00,4356.00,3511.00,3727.00,2901.00,2723.00,2256.00,1691.00,1298.00,3761.00,5170.00,5516.00,5716.00,3022.00,1132.00,3075.00,2069.00,1712.00,1497.00,1460.00,1122.00,1063.00,863.00,656.00,1996.00,4540.00,4844.00,5203.00,2830.00,1060.00,2767.00,2288.00,1800.00,2231.00,1441.00,1601.00,1192.00,828.00,642.00,1764.00
ET010211,Abi Adi town,,Central,ET0102,Tigray,ET01,Ethiopia,ET,29654.00,15015.00,14639.00,3400.00,3628.00,3648.00,2925.00,1096.00,2986.00,2961.00,2081.00,1773.00,1096.00,944.00,665.00,658.00,460.00,1334.00,1875.00,2000.00,1850.00,1495.00,560.00,1323.00,1390.00,1100.00,928.00,545.00,484.00,339.00,274.00,190.00,661.00,1526.00,1628.00,1797.00,1430.00,536.00,1663.00,1571.00,980.00,844.00,550.00,460.00,327.00,384.00,271.00,674.00
ET010212,Adwa town,,Central,ET0102,Tigray,ET01,Ethiopia,ET,93639.00,44529.00,49110.00,11009.00,11747.00,11977.00,8984.00,3365.00,9215.00,8809.00,6240.00,5482.00,3522.00,3079.00,2242.00,2122.00,1510.00,4337.00,5697.00,6079.00,5749.00,4316.00,1617.00,3903.00,3859.00,3071.00,2603.00,1648.00,1427.00,1056.00,854.00,604.00,2045.00,5313.00,5668.00,6228.00,4667.00,1748.00,5312.00,4950.00,3169.00,2879.00,1874.00,1651.00,1186.00,1268.00,906.00,2292.00
ET010213,Axum town,,Central,ET0102,Tigray,ET01,Ethiopia,ET,88672.00,43029.00,45643.00,10131.00,10810.00,10911.00,8740.00,3274.00,8973.00,8877.00,6207.00,5294.00,3279.00,2821.00,1990.00,1981.00,1387.00,3995.00,5373.00,5734.00,5305.00,4283.00,1605.00,3792.00,3979.00,3152.00,2660.00,1563.00,1388.00,971.00,785.00,544.00,1895.00,4758.00,5077.00,5606.00,4456.00,1670.00,5182.00,4897.00,3055.00,2633.00,1717.00,1433.00,1020.00,1197.00,843.00,2100.00
ET010214,Rama,Adi Arebate,Central,ET0102,Tigray,ET01,Ethiopia,ET,60077.00,29747.00,30330.00,8202.00,8752.00,9231.00,4937.00,1849.00,4928.00,3674.00,2961.00,3161.00,2453.00,2312.00,1913.00,1430.00,1098.00,3177.00,4269.00,4555.00,4723.00,2488.00,932.00,2535.00,1697.00,1405.00,1229.00,1206.00,926.00,879.00,712.00,542.00,1650.00,3933.00,4197.00,4507.00,2448.00,917.00,2392.00,1977.00,1557.00,1932.00,1248.00,1387.00,1034.00,717.00,555.00,1527.00
ET010215,Ahsea,,Central,ET0102,Tigray,ET01,Ethiopia,ET,40033.00,19821.00,20213.00,5465.00,5832.00,6151.00,3290.00,1232.00,3284.00,2448.00,1973.00,2106.00,1635.00,1541.00,1275.00,953.00,732.00,2117.00,2844.00,3035.00,3147.00,1658.00,621.00,1689.00,1131.00,936.00,818.00,803.00,617.00,586.00,475.00,362.00,1100.00,2621.00,2797.00,3005.00,1632.00,611.00,1594.00,1317.00,1037.00,1287.00,832.00,924.00,689.00,478.00,370.00,1018.00
ET010216,Egela,,Central,ET0102,Tigray,ET01,Ethiopia,ET,107864.00,52153.00,55711.00,14459.00,15429.00,16212.00,9046.00,3388.00,9049.00,7045.00,5559.00,5788.00,4361.00,4097.00,3334.00,2548.00,1940.00,5608.00,7377.00,7871.00,8077.00,4454.00,1668.00,4461.00,3180.00,2613.00,2273.00,2089.00,1629.00,1501.00,1217.00,919.00,2826.00,7083.00,7557.00,8136.00,4592.00,1720.00,4587.00,3865.00,2947.00,3515.00,2272.00,2467.00,1833.00,1331.00,1022.00,2782.00
ET010217,Hahayle,,Central,ET0102,Tigray,ET01,Ethiopia,ET,31320.00,15177.00,16143.00,4205.00,4487.00,4717.00,2622.00,982.00,2622.00,2034.00,1608.00,1678.00,1267.00,1191.00,971.00,740.00,564.00,1631.00,2150.00,2294.00,2356.00,1294.00,484.00,1297.00,919.00,756.00,658.00,608.00,474.00,438.00,355.00,268.00,824.00,2055.00,2193.00,2361.00,1328.00,497.00,1325.00,1114.00,852.00,1020.00,659.00,717.00,533.00,385.00,296.00,806.00
ET010218,Endafelasi,,Central,ET0102,Tigray,ET01,Ethiopia,ET,53463.00,26123.00,27340.00,7213.00,7697.00,8100.00,4452.00,1668.00,4452.00,3414.00,2712.00,2847.00,2169.00,2038.00,1669.00,1267.00,967.00,2797.00,3715.00,3964.00,4084.00,2214.00,830.00,2231.00,1554.00,1280.00,1117.00,1051.00,814.00,760.00,616.00,466.00,1428.00,3499.00,3733.00,4016.00,2238.00,839.00,2220.00,1859.00,1432.00,1731.00,1119.00,1223.00,910.00,651.00,501.00,1369.00
ET010219,Emba Sieneti,,Central,ET0102,Tigray,ET01,Ethiopia,ET,50544.00,24687.00,25857.00,6817.00,7274.00,7654.00,4211.00,1577.00,4211.00,3232.00,2567.00,2692.00,2050.00,1926.00,1577.00,1197.00,914.00,2643.00,3510.00,3745.00,3857.00,2093.00,784.00,2109.00,1470.00,1212.00,1056.00,993.00,770.00,717.00,581.00,441.00,1349.00,3307.00,3529.00,3796.00,2118.00,794.00,2102.00,1762.00,1356.00,1636.00,1057.00,1157.00,860.00,616.00,474.00,1294.00
ET010220,Enticho town,,Central,ET0102,Tigray,ET01,Ethiopia,ET,12028.00,5813.00,6215.00,1612.00,1720.00,1807.00,1009.00,378.00,1009.00,787.00,620.00,646.00,486.00,457.00,372.00,284.00,216.00,625.00,822.00,877.00,900.00,496.00,187.00,497.00,355.00,291.00,253.00,233.00,181.00,167.00,136.00,103.00,315.00,789.00,843.00,907.00,513.00,192.00,512.00,432.00,328.00,392.00,254.00,275.00,204.00,149.00,114.00,311.00
ET010221,Keyhe tekli,,Central,ET0102,Tigray,ET01,Ethiopia,ET,92872.00,45909.00,46963.00,12942.00,13809.00,14631.00,7436.00,2785.00,7383.00,5217.00,4334.00,4810.00,3838.00,3659.00,3070.00,2226.00,1728.00,5003.00,6693.00,7141.00,7489.00,3751.00,1405.00,3896.00,2419.00,2021.00,1782.00,1883.00,1422.00,1396.00,1132.00,868.00,2611.00,6249.00,6668.00,7141.00,3686.00,1380.00,3487.00,2797.00,2313.00,3029.00,1955.00,2236.00,1674.00,1094.00,859.00,2392.00
ET010222,Tanqua Melashe,,Central,ET0102,Tigray,ET01,Ethiopia,ET,48234.00,24345.00,23888.00,6593.00,7035.00,7417.00,3964.00,1485.00,3956.00,2943.00,2375.00,2529.00,1969.00,1851.00,1534.00,1148.00,881.00,2553.00,3493.00,3727.00,3864.00,2036.00,763.00,2075.00,1390.00,1150.00,1006.00,986.00,757.00,719.00,584.00,444.00,1350.00,3100.00,3308.00,3553.00,1927.00,721.00,1881.00,1554.00,1225.00,1522.00,983.00,1093.00,815.00,565.00,437.00,1203.00
ET010301,Gulo Mekeda,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,81474.00,39054.00,42419.00,10958.00,11693.00,12304.00,6800.00,2547.00,6803.00,5250.00,4158.00,4360.00,3302.00,3109.00,2537.00,1929.00,1472.00,4251.00,5545.00,5917.00,6089.00,3317.00,1243.00,3337.00,2340.00,1926.00,1678.00,1570.00,1219.00,1132.00,918.00,695.00,2130.00,5413.00,5775.00,6215.00,3483.00,1304.00,3466.00,2911.00,2232.00,2682.00,1733.00,1890.00,1405.00,1012.00,778.00,2121.00
ET010302,Erob,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,31597.00,15353.00,16244.00,4296.00,4584.00,4830.00,2606.00,976.00,2598.00,1960.00,1574.00,1677.00,1288.00,1218.00,1002.00,750.00,575.00,1663.00,2195.00,2341.00,2421.00,1292.00,484.00,1310.00,892.00,737.00,644.00,620.00,478.00,450.00,365.00,278.00,846.00,2102.00,2242.00,2409.00,1315.00,493.00,1288.00,1067.00,837.00,1033.00,667.00,740.00,551.00,384.00,297.00,818.00
ET010303,Saesie,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,84023.00,39628.00,44395.00,11247.00,12001.00,12621.00,7044.00,2639.00,7053.00,5499.00,4332.00,4523.00,3398.00,3201.00,2600.00,1987.00,1513.00,4366.00,5608.00,5985.00,6144.00,3382.00,1266.00,3390.00,2409.00,1980.00,1723.00,1588.00,1237.00,1142.00,925.00,699.00,2150.00,5638.00,6017.00,6477.00,3663.00,1372.00,3664.00,3091.00,2352.00,2799.00,1810.00,1963.00,1458.00,1062.00,814.00,2216.00
ET010304,Ganta Afeshum,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,82838.00,39199.00,43639.00,11347.00,12107.00,12792.00,6756.00,2531.00,6722.00,4972.00,4036.00,4387.00,3394.00,3237.00,2673.00,1973.00,1520.00,4392.00,5645.00,6024.00,6263.00,3261.00,1222.00,3337.00,2197.00,1823.00,1597.00,1593.00,1219.00,1166.00,946.00,721.00,2186.00,5702.00,6083.00,6529.00,3495.00,1309.00,3385.00,2775.00,2214.00,2789.00,1801.00,2019.00,1507.00,1027.00,799.00,2205.00
ET010305,Hawzen,Wereda Hawzen,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,116167.00,55365.00,60802.00,15870.00,16934.00,17874.00,9511.00,3563.00,9467.00,7053.00,5705.00,6161.00,4751.00,4521.00,3726.00,2763.00,2125.00,6143.00,7951.00,8484.00,8803.00,4625.00,1733.00,4717.00,3146.00,2605.00,2280.00,2245.00,1722.00,1638.00,1329.00,1012.00,3074.00,7918.00,8449.00,9071.00,4887.00,1830.00,4750.00,3907.00,3101.00,3881.00,2507.00,2799.00,2088.00,1434.00,1113.00,3068.00
ET010306,Kelete Awelallo,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,70668.00,34111.00,36558.00,9681.00,10330.00,10911.00,5771.00,2162.00,5748.00,4248.00,3446.00,3726.00,2894.00,2748.00,2274.00,1684.00,1297.00,3748.00,4911.00,5241.00,5448.00,2839.00,1063.00,2904.00,1914.00,1588.00,1391.00,1386.00,1060.00,1014.00,822.00,627.00,1902.00,4770.00,5089.00,5463.00,2932.00,1099.00,2844.00,2334.00,1858.00,2336.00,1508.00,1688.00,1259.00,861.00,670.00,1846.00
ET010307,Atsbi,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,70647.00,33602.00,37046.00,9554.00,10194.00,10741.00,5855.00,2193.00,5848.00,4458.00,3556.00,3771.00,2873.00,2717.00,2225.00,1676.00,1283.00,3704.00,4792.00,5113.00,5278.00,2837.00,1063.00,2868.00,1975.00,1629.00,1421.00,1354.00,1047.00,981.00,795.00,604.00,1845.00,4762.00,5081.00,5463.00,3018.00,1130.00,2979.00,2484.00,1927.00,2350.00,1518.00,1670.00,1243.00,880.00,679.00,1859.00
ET010308,Adigrat town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,115687.00,54635.00,61052.00,13214.00,14100.00,14272.00,11380.00,4263.00,11721.00,11555.00,8064.00,6892.00,4285.00,3688.00,2608.00,2599.00,1821.00,5224.00,6833.00,7292.00,6756.00,5430.00,2034.00,4813.00,5033.00,3988.00,3366.00,1988.00,1762.00,1237.00,999.00,693.00,2413.00,6381.00,6809.00,7515.00,5950.00,2229.00,6908.00,6523.00,4076.00,3526.00,2298.00,1927.00,1371.00,1599.00,1127.00,2812.00
ET010309,Wukro town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,66508.00,32312.00,34196.00,7734.00,8252.00,8368.00,6456.00,2418.00,6613.00,6422.00,4531.00,3929.00,2483.00,2157.00,1550.00,1494.00,1056.00,3043.00,4090.00,4363.00,4088.00,3170.00,1187.00,2839.00,2885.00,2291.00,1938.00,1187.00,1038.00,750.00,606.00,425.00,1456.00,3645.00,3889.00,4281.00,3286.00,1231.00,3774.00,3538.00,2240.00,1992.00,1297.00,1119.00,801.00,888.00,631.00,1587.00
ET010310,Bizet,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,34923.00,16502.00,18421.00,4797.00,5118.00,5411.00,2838.00,1063.00,2821.00,2072.00,1689.00,1846.00,1433.00,1370.00,1133.00,832.00,642.00,1856.00,2381.00,2542.00,2646.00,1369.00,513.00,1404.00,915.00,760.00,667.00,672.00,512.00,492.00,400.00,305.00,923.00,2415.00,2577.00,2765.00,1470.00,550.00,1417.00,1157.00,929.00,1179.00,762.00,857.00,640.00,433.00,337.00,932.00
ET010311,Edaga Hamus town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,9002.00,4242.00,4760.00,1204.00,1285.00,1351.00,755.00,283.00,756.00,590.00,465.00,485.00,364.00,343.00,278.00,213.00,162.00,468.00,601.00,640.00,657.00,362.00,135.00,363.00,258.00,213.00,184.00,169.00,133.00,122.00,99.00,74.00,230.00,604.00,644.00,694.00,393.00,147.00,393.00,332.00,253.00,300.00,194.00,211.00,156.00,114.00,87.00,238.00
ET010312,Hawzen town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,7373.00,3514.00,3860.00,1007.00,1075.00,1135.00,604.00,226.00,601.00,447.00,362.00,391.00,302.00,287.00,237.00,175.00,135.00,390.00,505.00,538.00,558.00,293.00,110.00,300.00,200.00,165.00,145.00,143.00,109.00,104.00,84.00,64.00,195.00,503.00,537.00,576.00,310.00,117.00,302.00,248.00,197.00,246.00,159.00,178.00,133.00,92.00,70.00,194.00
ET010313,Freweyni town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,6104.00,2876.00,3227.00,817.00,871.00,916.00,512.00,192.00,513.00,400.00,315.00,329.00,247.00,232.00,189.00,144.00,110.00,317.00,407.00,434.00,446.00,245.00,92.00,246.00,175.00,143.00,126.00,115.00,90.00,83.00,67.00,51.00,156.00,409.00,437.00,470.00,267.00,100.00,267.00,225.00,171.00,204.00,131.00,142.00,106.00,77.00,59.00,161.00
ET010314,Tsaeda Emba,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,75134.00,35434.00,39700.00,10063.00,10738.00,11294.00,6294.00,2358.00,6301.00,4907.00,3868.00,4043.00,3040.00,2864.00,2327.00,1777.00,1354.00,3906.00,5017.00,5354.00,5498.00,3021.00,1131.00,3030.00,2149.00,1767.00,1538.00,1421.00,1107.00,1022.00,828.00,626.00,1924.00,5045.00,5384.00,5797.00,3273.00,1226.00,3271.00,2757.00,2100.00,2505.00,1620.00,1757.00,1306.00,949.00,728.00,1982.00
ET010315,Atsbi town,Atsbi  Endasilassie Town,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,12437.00,5915.00,6522.00,1682.00,1794.00,1891.00,1031.00,386.00,1030.00,785.00,626.00,664.00,506.00,478.00,392.00,295.00,226.00,652.00,844.00,900.00,929.00,499.00,187.00,504.00,348.00,287.00,250.00,238.00,184.00,173.00,140.00,106.00,325.00,839.00,894.00,961.00,532.00,199.00,525.00,437.00,339.00,413.00,267.00,294.00,219.00,155.00,120.00,327.00
ET010316,Agulae,Tsira Wenberta,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,108647.00,52188.00,56459.00,14811.00,15804.00,16677.00,8923.00,3342.00,8898.00,6656.00,5363.00,5755.00,4437.00,4206.00,3467.00,2585.00,1985.00,5737.00,7488.00,7990.00,8284.00,4366.00,1635.00,4448.00,2980.00,2466.00,2158.00,2114.00,1624.00,1541.00,1250.00,951.00,2893.00,7324.00,7815.00,8394.00,4556.00,1707.00,4450.00,3676.00,2896.00,3597.00,2323.00,2582.00,1925.00,1334.00,1034.00,2844.00
ET010317,Geraleta,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,64198.00,31726.00,32472.00,8790.00,9379.00,9899.00,5256.00,1969.00,5241.00,3880.00,3141.00,3372.00,2626.00,2480.00,2055.00,1529.00,1176.00,3404.00,4563.00,4868.00,5056.00,2645.00,991.00,2702.00,1791.00,1484.00,1300.00,1288.00,987.00,941.00,763.00,581.00,1765.00,4227.00,4511.00,4843.00,2611.00,978.00,2540.00,2089.00,1656.00,2072.00,1338.00,1493.00,1114.00,766.00,595.00,1638.00
ET010318,Zala Anbesa town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,10796.00,5176.00,5620.00,1452.00,1549.00,1630.00,901.00,338.00,902.00,696.00,551.00,578.00,438.00,412.00,336.00,256.00,195.00,563.00,735.00,784.00,807.00,439.00,165.00,442.00,310.00,255.00,223.00,208.00,161.00,150.00,122.00,92.00,283.00,717.00,765.00,824.00,461.00,173.00,459.00,386.00,296.00,355.00,229.00,250.00,186.00,134.00,103.00,282.00
ET010401,Selewa,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,54366.00,26582.00,27785.00,7423.00,7920.00,8353.00,4463.00,1672.00,4446.00,3319.00,2680.00,2873.00,2221.00,2102.00,1735.00,1292.00,993.00,2873.00,3811.00,4067.00,4215.00,2226.00,833.00,2266.00,1522.00,1259.00,1101.00,1076.00,827.00,784.00,636.00,484.00,1473.00,3611.00,3854.00,4138.00,2238.00,838.00,2180.00,1797.00,1421.00,1772.00,1145.00,1275.00,950.00,656.00,509.00,1401.00
ET010402,Bora (TG),,Southern,ET0104,Tigray,ET01,Ethiopia,ET,38289.00,18692.00,19597.00,5229.00,5579.00,5885.00,3142.00,1177.00,3130.00,2335.00,1886.00,2024.00,1564.00,1482.00,1223.00,910.00,699.00,2024.00,2681.00,2861.00,2965.00,1565.00,586.00,1593.00,1069.00,884.00,774.00,757.00,582.00,551.00,448.00,340.00,1036.00,2548.00,2719.00,2920.00,1577.00,591.00,1536.00,1266.00,1001.00,1250.00,807.00,899.00,671.00,462.00,359.00,988.00
ET010403,Neqsege,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,28146.00,13846.00,14300.00,3884.00,4145.00,4384.00,2281.00,854.00,2271.00,1646.00,1347.00,1469.00,1157.00,1098.00,915.00,673.00,520.00,1504.00,2005.00,2140.00,2233.00,1143.00,428.00,1177.00,756.00,628.00,552.00,565.00,430.00,416.00,337.00,258.00,779.00,1879.00,2005.00,2151.00,1138.00,426.00,1094.00,891.00,719.00,917.00,592.00,668.00,499.00,336.00,262.00,725.00
ET010404,Emba Alaje,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,40563.00,19806.00,20757.00,5539.00,5911.00,6234.00,3329.00,1247.00,3316.00,2474.00,1999.00,2144.00,1657.00,1569.00,1295.00,964.00,741.00,2144.00,2840.00,3031.00,3141.00,1658.00,621.00,1689.00,1133.00,938.00,820.00,802.00,616.00,584.00,474.00,361.00,1097.00,2699.00,2880.00,3092.00,1671.00,626.00,1628.00,1341.00,1061.00,1324.00,855.00,953.00,711.00,490.00,380.00,1047.00
